Ticker,VWAP,Recent Close,Momentum,Momentum (%),Latest Crossover,Crossover Date,Days Since Crossover,Latest RSI,Upper Band,Middle Band,Lower Band,Volume,outstandingShares,avgVolume,recentVolume,turnoverRatio,relativeVolume
NVDA,124.23214733878694,145.13999938964844,0.16829663254427046,16.829663254427047,Bearish,2024-11-15,19,56.99078443527959,151.70818155268827,143.14549865722657,134.58281576176486,4669843600,24490000384,222373505,164414000,0.1906836883126771,0.7393596642729537
ACHR,4.733645937213448,6.960000038146973,0.4703254384598335,47.03254384598335,Bullish,2024-09-27,68,60.07585303567219,8.990276450908668,5.611500012874603,2.2327235748405383,870590100,389161984,41456671,51919400,2.237089273344849,1.2523774521113864
BITF,2.297926192049575,2.140000104904175,-0.0687254828687696,-6.8725482868769605,Bearish,2024-11-20,14,51.078048014348134,2.547834447293758,2.1892500281333924,1.8306656089730269,1066518500,472500000,50786595,45872800,2.25718201058201,0.9032462207793218
TSLA,245.89912327013613,357.92999267578125,0.4555968639325808,45.55968639325808,Bearish,2024-11-27,7,66.19977843765999,371.20914184762415,334.3785003662109,297.5478588847977,2152430700,3210060032,102496700,58267200,0.6705266189862956,0.5684787900488504
PLUG,2.234129382102126,2.130000114440918,-0.046608432123672,-4.6608432123672,Bullish,2024-11-25,9,51.777861808603234,2.261336832097292,2.025499999523163,1.789663166949034,1460352600,911196992,69540600,90739700,1.602674957030587,1.3048449395029666
INTC,24.228040519408427,21.959999084472656,-0.09361225201513529,-9.361225201513529,Bearish,2024-11-19,15,38.09736639568747,26.37214934154684,24.397999954223632,22.423850566900423,1570185100,4312999936,74770719,138160500,0.364058688453456,1.847788838301796
LCID,2.9308508673844353,2.0999999046325684,-0.28348455801619793,-28.348455801619792,Bullish,2024-11-11,23,38.4370688440977,2.279076517241257,2.137250006198883,1.995423495156509,1571678800,3011689984,74841848,49624400,0.5218594238948069,0.66305685022636
PLTR,39.88798065672575,69.8499984741211,0.7511540399913242,75.11540399913243,Bullish,2024-12-03,1,73.54071058679234,71.1502476717518,62.91649971008301,54.68275174841422,1832501100,2180649984,87261957,100751400,0.8403462790661227,1.1545856116887223
SOFI,9.279718532117554,16.31999969482422,0.7586739983912132,75.86739983912132,Bullish,2024-11-05,29,76.91452201868948,17.270792491360883,14.532000017166137,11.793207542971391,1119989800,1085149952,53332848,43795800,1.0321060217860103,0.8211787227263768
NIO,5.120205527926238,4.599999904632568,-0.10159858241166367,-10.159858241166367,Bullish,2024-12-03,1,44.765558588311706,5.188472409517717,4.6769999980926515,4.1655275866675865,1207864300,1941929984,57517348,79059800,0.621991683506546,1.374538339285045
IREN,10.323050435090432,14.270000457763672,0.3823433826552514,38.23433826552514,Bullish,2024-11-29,5,65.64098563381172,13.975242758731111,11.361500024795532,8.747757290859953,430259400,214406000,20488543,15380400,2.006750743915749,0.7506829548592109
OPEN,2.040386909690817,2.190000057220459,0.0733258710978071,7.33258710978071,Bullish,2024-11-22,12,59.805583921471325,2.407205127707193,1.9220000088214875,1.4367948899357819,949189000,715070016,45199476,32563100,1.3274070772952111,0.7204309182699374
DELL,123.86615030498946,126.0999984741211,0.018034371485925252,1.8034371485925251,Bearish,2024-11-27,7,43.964191048029015,146.30234373181497,134.51999893188477,122.73765413195457,186294600,357515008,8871171,6989900,0.5210819009869371,0.7879343099124118
GRAB,4.024651517083373,5.309999942779541,0.31936887460697416,31.936887460697417,Bearish,2024-11-29,5,64.89099959226323,5.827700831227533,4.971999955177307,4.1162990791270815,1075701800,3908999936,51223895,39148500,0.2751859344108211,0.7642624599320298
NU,13.653839083313345,12.0,-0.1211263054458096,-12.11263054458096,Bearish,2024-11-15,19,32.09337467677595,16.526197506738992,13.986999893188477,11.447802279637962,991097900,3755130112,47195138,58206100,0.2639317068755672,1.2333071258314787
AMD,153.22572226142447,143.99000549316406,-0.06027523729013971,-6.027523729013971,Bullish,2024-11-25,9,50.852602466993844,149.09224242399102,140.947501373291,132.80276032259098,625122300,1622809984,29767729,22665300,0.3852097942232034,0.7614050772902428
F,11.300936238692296,10.739999771118164,-0.04963628284651234,-4.963628284651234,Bearish,2024-12-02,2,44.90798747650035,11.380503013705344,11.043499994277955,10.706496974850566,1157892100,3903439872,55137719,43904300,0.2966337737916102,0.7962661640029034
PFE,28.240535215613225,25.229999542236328,-0.1066033504815615,-10.66033504815615,Bullish,2024-11-26,8,36.64095386662251,27.3984353351455,25.88899984359741,24.37956435204932,1072209100,5666990080,51057576,49064300,0.1892025722409593,0.9609602304660918
HPQ,35.80878624246869,36.36000061035156,0.015393271476739936,1.5393271476739936,Bearish,2024-11-27,7,47.69972771133544,39.1346446720243,37.04900016784668,34.963355663669056,180905600,963408000,8614552,7311400,0.1877767259561888,0.8487266662271004
IQ,2.730029514038908,2.2300000190734863,-0.1831590070341984,-18.315900703419842,Bullish,2024-11-29,5,48.73249971202192,2.4620770569914607,2.183000016212463,1.9039229754334657,448735800,525220992,21368371,28792900,0.8543752188792941,1.3474541414504644
RKLB,11.938361230139083,23.110000610351562,0.9357766250202775,93.57766250202775,Bullish,2024-11-06,28,65.25660838909626,28.89472105108488,20.150750207901,11.406779364717123,676431300,499911008,32211014,30532400,1.3531034307610206,0.9478869556854064
WBD,8.124750279021121,10.649999618530273,0.3108094714036425,31.080947140364252,Bullish,2024-10-30,35,71.23794547613052,11.024033626134056,9.833499956130982,8.642966286127908,736839600,2453169920,35087600,21156700,0.3003622349975659,0.6029680000912003
KSS,19.30639528562608,15.300000190734863,-0.20751647501354345,-20.751647501354345,Bearish,2024-11-15,19,38.02423198149749,19.595766809977054,16.934500169754028,14.273233529531003,251212200,111238000,11962486,7504500,2.258330786242112,0.6273361573840086
QBTS,1.8435304365194496,2.9700000286102295,0.6110393242096578,61.103932420965776,Bullish,2024-11-07,27,70.79925705147878,3.4088890929387485,2.1110000133514406,0.8131109337641329,576682200,224015008,27461057,24919200,2.5743016289337186,0.9074377581314512
SYM,27.979491201403018,26.1299991607666,-0.0661017038273975,-6.610170382739749,Bearish,2024-11-27,7,42.020118834762776,41.376657732327416,32.11250019073486,22.848342649142314,78268700,104689000,3727081,3552800,0.7476306011137751,0.9532392776008892
GOLD,18.616674058624913,17.3700008392334,-0.06696541044150384,-6.696541044150384,Bullish,2024-11-21,13,40.04542762730996,18.6539263921863,17.582999992370606,16.512073592554913,527069500,1748050048,25098548,19190400,0.3015185409611338,0.7646020000838295
JOBY,5.965724573691734,8.109999656677246,0.3594324639862787,35.94324639862787,Bullish,2024-11-11,23,64.04944359208302,9.075127905548621,6.732999968528747,4.390872031508874,455618500,765086016,21696119,20553600,0.5955127795722253,0.9473399366955906
AMCR,10.495666850252846,10.470000267028809,-0.0024454456863232978,-0.24454456863232976,Bullish,2024-11-21,13,48.4427319348683,10.703370397032888,10.32950005531311,9.955629713593332,343087600,1445340032,16337505,10853400,0.2373750068523667,0.6643242037263339
DNN,1.9673594132764995,2.25,0.14366494744993358,14.366494744993357,Bearish,2024-12-03,1,53.24973190325607,2.458431776561307,2.216499960422516,1.9745681442837248,505346700,892617984,24064129,23204500,0.5661399490691866,0.964277576803216
GGB,3.304598263642004,3.4200000762939453,0.0349215860583176,3.4921586058317597,Bearish,2024-11-27,7,53.56516285996321,3.567915926749716,3.443000042438507,3.318084158127298,254552400,1344630016,12121543,8919700,0.1893103656552614,0.7358551629936881
MU,110.26334000169018,103.19999694824219,-0.06405885268249377,-6.405885268249377,Bullish,2024-12-04,0,52.28307824420069,112.634435304687,102.41800041198731,92.20156551928761,349776600,1114040064,16656029,23479700,0.3139712935853624,1.409681743469587
AES,16.505283227498033,13.430000305175781,-0.18632112396585765,-18.632112396585764,Bullish,2024-11-27,7,39.71180143893306,14.259827281132699,13.434999990463258,12.610172699793816,366248400,711027008,17440400,13176900,0.5150977331088948,0.7555388637875278
BB,2.4283005640522353,2.5799999237060547,0.06247140979972865,6.247140979972865,Bullish,2024-11-25,9,62.11664494723716,2.651228945487147,2.435499978065491,2.219771010643835,220672900,590728000,10508233,8679900,0.3735609282106147,0.8260094727629279
HPE,19.699496037511672,21.760000228881836,0.10459679716915414,10.459679716915414,Bearish,2024-11-27,7,56.590671554709914,22.352585715808573,21.570999908447266,20.78941410108596,241341900,1298669952,11492471,9325900,0.1858377485583034,0.8114790979241975
APLT,5.753792045911238,1.3799999952316284,-0.7601581732151261,-76.01581732151261,Bearish,2024-11-27,7,17.95434825309442,14.103762168118838,7.868249970674515,1.6327377732301924,157173800,116356000,7484467,9832400,1.3508009900649731,1.313707442360291
HOOD,25.239557433701794,40.0,0.5848138425196366,58.48138425196366,Bullish,2024-11-07,27,75.64165342728688,40.84284763176251,34.78950023651123,28.736152841259948,527160500,763563008,25102881,17947600,0.690395546244168,0.714961760763635
AMC,4.934307060747112,4.909999847412109,-0.004926165525524067,-0.49261655255240666,Bullish,2024-10-17,48,60.64810923350464,5.0906735388406394,4.619000005722046,4.147326472603452,309413100,375680000,14733957,10560400,0.8236081239352641,0.716738890984954
XPEV,10.14434130698518,12.779999732971191,0.25981562983997325,25.981562983997325,Bearish,2024-11-18,16,54.43137493113637,14.729500014521575,12.810000038146972,10.89050006177237,314267800,773158016,14965133,8689600,0.4064729246757237,0.5806563830739092
AAL,11.490061895717023,14.880000114440918,0.2950321982153561,29.50321982153561,Bearish,2024-11-19,15,64.62404482880329,14.990417341912472,14.325000095367432,13.659582848822392,467968100,657131008,22284195,16129000,0.7121382103460259,0.7237865222414361
SNAP,11.57082513037411,12.619999885559082,0.09067415187451278,9.067415187451278,Bullish,2024-11-27,7,65.58020901164278,12.921414896944082,11.495000076293945,10.068585255643807,569027300,1423059968,27096538,37632900,0.3998617857262358,1.3888453203874236
WDAY,239.40052785159037,268.8699951171875,0.12309691849913505,12.309691849913506,Bearish,2024-11-27,7,59.54034630313829,277.0306516094533,262.0690010070801,247.1073504047069,58865300,213000000,2803110,2699600,0.2763629107981221,0.9630731580280474
WBA,10.385206913434134,8.739999771118164,-0.15841833061484376,-15.841833061484376,Bullish,2024-11-27,7,45.658714602974506,9.495247807869482,8.848999977111816,8.20275214635415,413579800,864617024,19694276,14916900,0.4783387193634531,0.7574231213170771
AU,26.967329206754172,25.850000381469727,-0.04143268384933731,-4.143268384933731,Bullish,2024-11-25,9,49.592076727256554,27.254299799462082,25.26150016784668,23.26870053623128,88570500,503011008,4217643,4812000,0.1760806395712119,1.1409216000500753
KGC,9.168222805998269,9.9399995803833,0.08417953955919354,8.417953955919353,Bullish,2024-12-04,0,51.087914618333016,10.556966272922242,9.830000019073486,9.10303376522473,382692400,1229049984,18223448,16329500,0.3113725275472604,0.8960708204067639
LX,3.3042379604759153,5.449999809265137,0.6493968880135266,64.93968880135266,Bullish,2024-11-26,8,80.92680996771509,5.535967636811807,3.8825000166893004,2.2290323965667938,96104100,128742000,4576386,4915300,0.7464859952463065,1.07405712717415
UBER,71.783658863586,72.16000366210938,0.005242764223520053,0.5242764223520052,Bullish,2024-11-25,9,47.89958090301914,74.39964045392536,71.633500289917,68.86736012590863,399393300,2105709952,19018729,12760500,0.1896715640350452,0.6709438890474753
RIG,4.745371290075092,4.260000228881836,-0.10228305258397932,-10.228305258397933,Bearish,2024-12-04,0,47.24718233746408,4.6135793029676995,4.3675000190734865,4.1214207351792735,384323300,875804032,18301110,11576000,0.4388233965106934,0.6325299394408317
BZ,15.266371827079213,13.449999809265137,-0.11897863083566647,-11.897863083566646,Bullish,2024-12-02,2,45.69908146669155,15.239442839091067,13.650500059127808,12.061557279164548,88664100,374604992,4222100,3382000,0.2366869152667351,0.8010231875133228
AGNC,9.979588196109852,9.510000228881836,-0.04705484414788438,-4.705484414788438,Bullish,2024-11-11,23,41.441098854437584,9.813982392854726,9.607500076293945,9.401017759733165,353827300,885640000,16848919,17805100,0.3995159432726616,1.0567502876594042
BE,14.83834294017154,26.280000686645508,0.7710872967828641,77.10872967828641,Bullish,2024-10-29,36,78.88682433919091,33.2684512828415,20.858500003814697,8.448548724787896,292019800,228576000,13905705,7944700,1.2775610737785243,0.5713266605324937
YMM,8.604251025474053,10.260000228881836,0.19243385606785682,19.243385606785683,Bullish,2024-11-20,14,68.6188796934032,10.633499287411198,9.239999961853027,7.846500636294856,201369800,939156992,9589038,12948900,0.2144154829440912,1.3503857216959616
BTG,2.975120243601484,2.7799999713897705,-0.06558399534652544,-6.558399534652544,Bullish,2024-11-26,8,39.30649835649752,3.0757604591253935,2.839499998092651,2.603239537059909,293840700,1311399936,13992414,16373100,0.2240664285040807,1.1701411922202989
GM,48.518127858823775,53.36000061035156,0.09979512741333481,9.979512741333481,Bearish,2024-11-26,8,45.836865381535205,59.392608184162526,56.102000045776364,52.8113919073902,287401400,1099600000,13685781,14234800,0.2613690432884685,1.040116015300844
RXRX,7.096169499543573,7.130000114440918,0.004767447409411601,0.4767447409411601,Bullish,2024-11-29,5,56.21836767506805,7.990649432985935,6.691249990463257,5.391850547940579,227200900,381900992,10819090,11619100,0.5949209474690236,1.073944296609049
SMR,16.49511035023167,24.850000381469727,0.5065070711164241,50.65070711164241,Bearish,2024-12-02,2,52.006197356149364,30.495155734536564,25.695499897003174,20.895844059469784,249610200,101097000,11886200,11204800,2.469016884774029,0.9426730157661828
CRWD,302.9861542767975,364.1600036621094,0.20190311841585212,20.190311841585213,Bearish,2024-11-29,5,64.29259963066859,372.67135519304003,347.719499206543,322.76764322004595,85588200,233851008,4075629,3581900,0.3659945737757948,0.8788582081440681
APLD,6.786619485458122,9.619999885559082,0.41749510285232927,41.74951028523293,Bullish,2024-11-19,15,58.88560984640831,10.992924548878195,8.625500011444093,6.25807547400999,348433400,211246000,16592067,9368000,1.6494201073629795,0.5646071704025786
WDC,67.83030035960876,72.33999633789062,0.0664849772796713,6.64849772796713,Bullish,2024-11-25,9,60.68420188259406,75.4556923087234,68.0234998703003,60.59130743187719,108849700,345708000,5183319,5377700,0.3148602288636652,1.037501261257507
HL,5.994726825198614,5.639999866485596,-0.05917316485914535,-5.917316485914535,Bullish,2024-11-29,5,44.19666577265524,6.011669369754723,5.616999959945678,5.2223305501366335,278824000,637014976,13277333,11749100,0.4377039952040311,0.8848990983354865
ZIM,21.11163219978484,19.549999237060547,-0.07397026188909298,-7.397026188909297,Bearish,2024-11-22,12,34.67505317471143,28.300108475972287,23.66800003051758,19.03589158506287,174172000,120389000,8293905,5989000,1.4467434732409108,0.7220965275102621
BTE,3.2226966813178093,2.6700000762939453,-0.17150127972883195,-17.150127972883194,Bearish,2024-11-26,8,32.64357219390439,3.1460617836086127,2.9295000076293944,2.7129382316501762,234139200,787328000,11149486,10061700,0.2973845716143716,0.9024362199297796
LUMN,5.128242334402491,6.579999923706055,0.28309067603231997,28.309067603231995,Bearish,2024-11-19,15,36.54631193898747,10.03939944455604,8.140499997138978,6.241600549721917,369320600,1014809984,17586695,11088500,0.363930790810982,0.6305050494137756
PTON,5.484755833017812,9.539999961853027,0.7393663915580262,73.93663915580262,Bullish,2024-11-22,12,62.25811008632501,10.467856293973643,8.82649998664856,7.185143679323477,362724800,363318016,17272610,17299500,0.9983672265787116,1.001556800043537
MAC,17.33589437057272,21.479999542236328,0.23904767086595372,23.90476708659537,Bullish,2024-11-25,9,72.8735013803202,21.636261395169768,19.96349983215332,18.290738269136874,60188000,252227008,2866095,4622100,0.2386263092015903,1.612682063923213
CNH,10.729231001996366,12.239999771118164,0.1408086720139302,14.08086720139302,Bullish,2024-11-20,14,60.93636778338891,13.192064318052847,11.554999923706054,9.917935529359262,331441100,1248979968,15782910,12637900,0.2653694282469068,0.8007331981237934
JBLU,5.972166107875824,6.559999942779541,0.09842891578794297,9.842891578794296,Bullish,2024-12-04,0,54.883414913362714,6.999311110900916,6.2875,5.575688889099084,400430600,346876992,19068124,11999600,1.1543878932160485,0.6293015505877767
CIFR,4.8592814039416545,6.849999904632568,0.409673434239911,40.967343423991096,Bearish,2024-11-18,16,57.317008701698626,7.459657727811989,6.639499974250794,5.819342220689598,236635100,347806016,11268338,7324100,0.680365172291902,0.6499716284690786
PDD,121.46797329441057,98.70999908447266,-0.18735781616095457,-18.735781616095455,Bearish,2024-10-15,50,31.207100070088202,127.45908448902438,109.10400009155273,90.74891569408109,234879000,1388770048,11184714,9750000,0.1691273514562433,0.8717254638786472
OWL,19.621071566321508,23.43000030517578,0.19412439967815473,19.412439967815473,Bearish,2024-12-02,2,54.02978678345451,24.616022654214383,23.36949987411499,22.122977094015596,146695500,568430976,6985500,8184400,0.2580709113220459,1.1716269415217235
NOVA,6.367436017218629,4.710000038146973,-0.26029880388113324,-26.029880388113323,Bullish,2024-11-18,16,46.23916767126717,5.917068020073163,4.278000044822693,2.6389320695722227,313642900,124953000,14935376,8406800,2.5100869927092586,0.5628783634238602
CCL,18.689844862139747,26.780000686645508,0.4328637227425087,43.28637227425087,Bullish,2024-12-04,0,79.6445319968836,26.433547312475078,24.964499950408936,23.495452588342793,445034000,1154160000,21192095,19172800,0.3855912525126499,0.9047147061203716
XP,17.728053020936404,13.4399995803833,-0.2418795473755079,-24.18795473755079,Bearish,2024-11-08,26,25.101800187891975,18.69431441273717,15.939000129699707,13.183685846662243,128089700,433628992,6099510,11429100,0.2953900739183048,1.8737734670489925
MPW,4.875077359421086,4.199999809265137,-0.13847524877761416,-13.847524877761415,Bullish,2024-11-22,12,40.675349617174085,4.702853440515411,4.372000002861023,4.041146565206636,256137100,600400000,12197005,8938000,0.4266107594936709,0.7328028479122539
BBAI,1.8650981645874845,2.609999895095825,0.3993900935895754,39.93900935895754,Bullish,2024-11-19,15,64.43563138865235,2.7009913031735793,2.0504999995231628,1.4000086958727462,333058700,250586000,15859938,59769800,1.3291193442570617,3.768602374107641
HBAN,14.5980883852169,17.600000381469727,0.20563733531664208,20.56373353166421,Bearish,2024-11-29,5,58.87403476560989,18.179660577429516,17.701000118255614,17.22233965908171,314664200,1452809984,14984010,8979000,0.2165900588965115,0.5992387885485928
HSAI,5.956125342010245,9.529999732971191,0.60003344216976,60.003344216976,Bullish,2024-11-21,13,83.32447129121728,8.831936092482207,5.471500015258789,2.11106393803537,71424700,97445000,3401176,3134500,0.7329744984350146,0.9215930019499138
LESL,3.141788864818447,2.4000000953674316,-0.23610395267407022,-23.61039526740702,Bearish,2024-11-26,8,41.49918868087289,3.4361118745990833,2.8150000095367433,2.1938881444744034,130749500,184968992,6226167,7168200,0.7068725335325393,1.151302237797348
MRVL,76.32610698018416,118.1500015258789,0.5479631570434097,54.79631570434097,Bullish,2024-12-03,1,82.1103968505914,105.50469656762343,93.22250022888184,80.94030389014026,265426900,866200000,12639376,25015400,0.3064268067420919,1.979164161268721
PAGS,9.898779051026857,7.480000019073486,-0.24435124973341604,-24.435124973341605,Bearish,2024-12-03,1,41.180863553818476,8.545157204616839,7.845000052452088,7.144842900287337,153989400,191528992,7332829,4424100,0.804000472158283,0.6033278561384698
NKE,79.94989370010146,78.37000274658203,-0.019761013810046118,-1.9761013810046117,Bullish,2024-11-22,12,52.03472960416673,80.08809912749828,76.7099998474121,73.33190056732593,229423900,1190599936,10924948,9414500,0.1926960459705585,0.8617432320959331
TNYA,2.5982742225570843,3.4200000762939453,0.31625832508477947,31.62583250847795,Bullish,2024-11-22,12,69.14603139624735,3.7862724056239037,2.650499999523163,1.5147275934224222,113716700,79220496,5415081,3741000,1.435445443310529,0.6908483917415086
CLF,13.292590149618578,12.4399995803833,-0.06414028865997508,-6.4140288659975075,Bullish,2024-11-25,9,50.1329596814199,13.662086417762197,12.25199990272522,10.841913387688244,325384000,493944000,15494476,14431500,0.6587467405211926,0.9313964538071504
AG,6.240652687014843,6.269999980926514,0.004702600093854697,0.4702600093854697,Bearish,2024-11-01,33,45.719253912086735,6.764252319902236,6.342499995231629,5.920747670561021,214841200,301764000,10230533,11258100,0.7119510610941,1.100441198909187
AUR,4.547613796718417,6.03000020980835,0.3259701635525055,32.59701635525055,Bullish,2024-11-19,15,51.12836602099408,6.750574702698402,5.881499981880188,5.012425261061973,257590000,1351559936,12266190,17569600,0.1905871823652517,1.4323600074676814
ZETA,23.311715033356215,26.309999465942383,0.12861706778312917,12.861706778312918,Bullish,2024-12-02,2,54.34852363512521,35.97497597343772,24.261500358581543,12.548024743725367,313053600,212558000,14907314,12099700,1.4727914263401047,0.8116619801528296
NGD,2.5761602864969104,2.9000000953674316,0.1257063896869872,12.570638968698718,Bullish,2024-11-20,14,57.78718361393133,2.96547205075886,2.7110000133514403,2.4565279759440206,196120400,790900992,9339067,11622200,0.2479708610606977,1.2444712089548131
URBN,40.39433059157074,52.54999923706055,0.3009251166555135,30.092511665551353,Bullish,2024-11-22,12,84.63189766080582,51.80670099149918,41.282999992370605,30.759298993242034,44353100,92275800,2112052,2226400,0.4806579840001387,1.05414071244458
NFE,12.526206122901757,11.350000381469727,-0.0938995997584268,-9.389959975842679,Bullish,2024-08-26,100,67.51659392698565,11.058015608694243,9.677000093460084,8.295984578225925,120018800,251419008,5715181,4640900,0.4773656572537268,0.8120302751566398
HAL,31.212012318676575,30.600000381469727,-0.019608217854016213,-1.9608217854016212,Bearish,2024-12-04,0,50.31686633227665,32.63412080095617,30.846000003814698,29.057879206673224,215020500,878502016,10239071,7442000,0.2447581178914449,0.7268237518813963
LRCX,83.8248666857708,78.26000213623047,-0.06638679868589595,-6.638679868589595,Bullish,2024-11-26,8,58.20102911828441,80.45711396528871,74.41349945068359,68.36988493607846,231220100,1286690048,11010481,9884600,0.1797014753937072,0.8977446126104754
NTNX,59.07988787068016,68.41000366210938,0.15792372206006697,15.792372206006696,Bearish,2024-11-27,7,52.36583964971815,74.42821439448747,69.61100044250489,64.79378649052231,71593500,267836000,3409214,2992300,0.2673034991562,0.8777096421638536
JWN,22.412886361955653,23.989999771118164,0.0703663679765741,7.03663679765741,Bullish,2024-11-25,9,57.03015372174979,24.41942775036875,23.029500007629395,21.639572264890038,49169400,164900000,2341400,2959800,0.2981770770163736,1.2641154864610915
HIVE,3.597253554326108,4.340000152587891,0.20647602039854687,20.647602039854686,Bearish,2024-11-18,16,55.69156838468542,5.094960897754265,4.3105000257492065,3.526039153744148,146995500,129042000,6999786,7584400,1.1391291207513832,1.0835188390045067
CVS,59.23540471217086,58.04999923706055,-0.02001177304131349,-2.001177304131349,Bullish,2024-11-19,15,50.16916649267454,61.79149045835102,57.27949981689453,52.767509175438036,261600600,1258409984,12457171,9011500,0.2078818535502019,0.7233985950742748
KODK,5.6785865238563185,6.960000038146973,0.22565712592514103,22.565712592514103,Bullish,2024-11-20,14,66.90696742989802,7.572322856941742,5.747000002861023,3.9216771487803044,45670500,80400000,2174786,2619300,0.5680410447761194,1.2043943633994334
API,4.522263790317298,5.519999980926514,0.22062759645854504,22.062759645854506,Bullish,2024-11-06,28,61.9569891319743,6.07157044264891,4.638499987125397,3.205429531601884,52366400,73030000,2493638,2249100,0.7170532657811858,0.9019352448109952
STNE,12.050392450363544,9.529999732971191,-0.2091544095160416,-20.91544095160416,Bearish,2024-12-02,2,40.26490195051057,11.936743627487672,10.260999965667725,8.585256303847778,145693300,278025984,6937776,6472200,0.524027639085705,0.932892615731612
GAP,22.87337725858814,26.0,0.13669265828411611,13.66926582841161,Bullish,2024-11-22,12,71.68786232574462,26.46011423467638,23.009500217437743,19.558886200199108,179312100,377121984,8538671,8225600,0.4754750653836186,0.9633349264774342
CDE,6.311192536008646,6.679999828338623,0.05843702124847871,5.843702124847871,Bullish,2024-12-03,1,53.95666483978714,6.855067950117086,6.422500014305115,5.989932078493143,217905800,399240992,10376467,13432600,0.545800166732378,1.2945253909639958
RCAT,5.434399896924427,8.390000343322754,0.5438687808144254,54.38687808144253,Bullish,2024-11-04,30,59.46730871507581,11.907891579068725,6.511250019073486,1.1146084590782488,157482400,75465400,7499162,8230600,2.086815944790593,1.0975359646851208
VRT,94.35226335733688,130.8800048828125,0.3871421863737962,38.71421863737962,Bearish,2024-11-27,7,58.37929820393693,141.85289793829122,128.64650039672853,115.44010285516583,147500100,375336000,7023814,7607800,0.3929814885862267,1.0831437165050213
VSH,19.42607329717371,18.899999618530273,-0.027080803752551126,-2.7080803752551126,Bullish,2024-11-25,9,61.7966137370743,20.01787823037515,17.15049991607666,14.283121601778173,51205600,123741000,2438362,2438400,0.4138127217332977,1.000015584232366
FCX,46.06306510383724,43.040000915527344,-0.06562881088123816,-6.562881088123816,Bullish,2024-11-27,7,39.870073695248585,47.04810620630977,44.229000091552734,41.4098939767957,250674500,1436930048,11936881,12218800,0.1744514288283572,1.0236174759554024
NEM,47.663319439105464,41.40999984741211,-0.1311977358119713,-13.11977358119713,Bullish,2024-11-20,14,33.30455199214345,45.03196225759745,42.4620002746582,39.892038291718954,238801800,1138450048,11371514,8717000,0.2097604549444404,0.7665645928941388
HST,17.563828444908882,18.530000686645508,0.055009205126726454,5.5009205126726455,Bullish,2024-11-22,12,64.14193734953861,18.82765199187836,18.004499912261963,17.181347832645567,178983100,699028992,8523005,10704200,0.2560453172162564,1.255918540467828
OXY,54.85831426846998,48.900001525878906,-0.10861275673604937,-10.861275673604936,Bearish,2024-12-04,0,37.65446833417682,51.92086615592185,50.63449993133545,49.348133706749046,238702700,938342976,11366795,6351300,0.2543874746284668,0.5587590873240874
AFRM,41.98368081638988,72.0,0.7149520623235146,71.49520623235146,Bullish,2024-11-06,28,72.3382679947829,77.00435302634816,61.56375007629394,46.12314712623973,269290500,271918016,12823357,8161000,0.9903371021948028,0.6364168134755976
TGT,143.52936262575207,130.07000732421875,-0.09377422887766967,-9.377422887766967,Bearish,2024-11-20,14,38.465462730673075,166.3934237180788,140.50499992370607,114.61657612933334,217695700,458212000,10366462,8163900,0.4750982078164692,0.7875300174736569
KHC,33.738201955998825,31.0,-0.0811602811427228,-8.11602811427228,Bullish,2024-11-25,9,31.659564233477333,33.26058187106085,31.8104998588562,30.360417846651547,229087200,1209170048,10908914,13276000,0.1894582158885893,1.2169864021294878
ARWR,23.099210991397154,23.110000610351562,0.0004670990259549096,0.04670990259549096,Bullish,2024-11-27,7,56.07756354619195,26.94364802289904,21.519999980926514,16.096351938953987,41289200,124434000,1966152,1656100,0.3318160631338702,0.8423051727435111
SQ,71.16033257711166,98.91999816894531,0.3901002789967623,39.01002789967623,Bullish,2024-12-04,0,74.40113051945723,99.87753030122653,87.5759994506836,75.27446860014066,251173000,559742016,11960619,8252700,0.4487299377576115,0.6899893726236075
AMGN,311.9549343902805,278.260009765625,-0.10801215467391995,-10.801215467391994,Bearish,2024-11-12,22,32.33530329002644,326.0219011121802,293.6625015258789,261.3031019395776,92650800,537532992,4411943,5468800,0.1723630016741372,1.2395445725386751
FLNC,19.05028568038543,17.079999923706055,-0.10342552283654313,-10.342552283654314,Bearish,2024-11-27,7,37.31768093582115,23.35213561919253,20.183500003814697,17.014864388436862,60729300,129621000,2891871,1947500,0.468514361098896,0.6734394445672024
